0,0.0166645
0.016129,0
0.0322581,0.0896525
0.0483871,0.0874564
0.0645161,0.0663997
0.0645161,0.0516729
0.0806452,0.0928821
0.0806452,0.0993412
0.0967742,0.125824
0.0967742,0.135125
0.0967742,0.094949
0.112903,0.121044
0.112903,0.102442
0.129032,0.132283
0.145161,0.159411
0.145161,0.165353
0.145161,0.153727
0.145161,0.187702
0.145161,0.169616
0.145161,0.134479
0.16129,0.205787
0.16129,0.150627
0.177419,0.14223
0.177419,0.178272
0.177419,0.19907
0.177419,0.203591
0.177419,0.199328
0.193548,0.129828
0.193548,0.26224
0.209677,0.242733
0.209677,0.208888
0.209677,0.218835
0.209677,0.206562
0.209677,0.226198
0.225806,0.267666
0.225806,0.255006
0.225806,0.178659
0.225806,0.214443
0.241935,0.235241
0.241935,0.280326
0.241935,0.230849
0.241935,0.25914
0.241935,0.282005
0.241935,0.213022
0.241935,0.20062
0.241935,0.208113
0.241935,0.238858
0.258065,0.204108
0.258065,0.228007
0.258065,0.284589
0.258065,0.288206
0.274194,0.275675
0.274194,0.291823
0.290323,0.245576
0.290323,0.309004
0.306452,0.278517
0.306452,0.321793
0.306452,0.254231
0.306452,0.300349
0.306452,0.313009
0.306452,0.264953
0.322581,0.339749
0.322581,0.230074
0.322581,0.343496
0.322581,0.334065
0.322581,0.32076
0.322581,0.263661
0.322581,0.330965
0.322581,0.302932
0.33871,0.299445
0.33871,0.314817
0.33871,0.36649
0.33871,0.359256
0.33871,0.375533
0.354839,0.336907
0.354839,0.338716
0.354839,0.340137
0.354839,0.328381
0.354839,0.357189
0.354839,0.329932
0.354839,0.355768
0.354839,0.339491
0.354839,0.333032
0.370968,0.350859
0.370968,0.381863
0.370968,0.365715
0.370968,0.33652
0.387097,0.494639
0.387097,0.416871
0.387097,0.383671
0.387097,0.370882
0.387097,0.352538
0.403226,0.370624
0.403226,0.366878
0.403226,0.378892
0.403226,0.425914
0.403226,0.375404
0.403226,0.365069
0.403226,0.344787
0.403226,0.415838
0.403226,0.416225
0.419355,0.458339
0.419355,0.432761
0.419355,0.377341
0.419355,0.412091
0.419355,0.398398
0.419355,0.390389
